Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,10/14/2025,"Online Transfer to CHK ...0068 transaction#: 26572291421 10/14",-550.00,ACCT_XFER,1047.36,,
DEBIT,10/14/2025,"Online Transfer to CHK ...0068 transaction#: 26565077347 10/14",-150.00,ACCT_XFER,1597.36,,
DEBIT,10/14/2025,"SWEETWATER SOUND 260-432-8176 IN             10/12",-103.95,DEBIT_CARD,1747.36,,
DEBIT,10/14/2025,"FS *nuroaudio fsprg.nl                       10/12 CO Peso    394209.22 X 0.000256742 (EXCHG RTE)",-101.21,DEBIT_CARD,1851.31,,
DEBIT,10/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001011995618 EED:251010   IND ID:121326868                    IND NAME:MARK GUNDRUM TRN: 2831995618TC",-48.00,MISC_DEBIT,1952.52,,
DEBIT,10/10/2025,"Online Transfer to CHK ...0068 transaction#: 26543597336 10/10",-129.00,ACCT_XFER,2000.52,,
DEBIT,10/10/2025,"Online Transfer to  CHK ...0068 transaction#: 26390996274 10/10",-350.00,ACCT_XFER,2129.52,,
CREDIT,10/09/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024952250 EED:251009   IND ID:ST-Z0R0J8X3Y7D3              IND NAME:MARK GUNDRUM TRN: 2824952250TC",361.19,ACH_CREDIT,2479.52,,
DEBIT,10/08/2025,"Online Transfer to CHK ...0068 transaction#: 26513637029 10/08",-200.00,ACCT_XFER,2118.33,,
DEBIT,10/08/2025,"FLOWITH.IO FLOWITH.IO CO                     10/07",-19.90,DEBIT_CARD,2318.33,,
DEBIT,10/08/2025,"COBRAND.COM PORTSMOUTH NH                    10/07",85.00,DEBIT_CARD,2338.23,,
DEBIT,10/07/2025,"Online Transfer to CHK ...0068 transaction#: 26504276981 10/07",-300.00,ACCT_XFER,2253.23,,
DEBIT,10/07/2025,"APPLE.COM/BILL 866-712-7753 CA               10/07",-20.99,DEBIT_CARD,2553.23,,
CREDIT,10/07/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023008837 EED:251007   IND ID:ST-V9B1Z8D8V6G2              IND NAME:MARK GUNDRUM TRN: 2803008837TC",577.80,ACH_CREDIT,2574.22,,
CREDIT,10/07/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0ZCC3RGD",1000.00,PARTNERFI_TO_CHASE,1996.42,,
DEBIT,10/06/2025,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:251005 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000012748873 EED:251006   IND ID:RECORDLABEL                  IND NAME:MARK GUNDRUM                                                                                                 INSTANT TRANSFER TRN: 2792748873TC",-200.00,MISC_DEBIT,996.42,,
DEBIT,10/06/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        10/06",-297.00,DEBIT_CARD,1196.42,,
DEBIT,10/06/2025,"COBRAND.COM COBRAND.COM NH                   10/05",-85.00,DEBIT_CARD,1493.42,,
DEBIT,10/06/2025,"SAFETYWING SAFETYWING.CO CA                  10/05",-66.28,DEBIT_CARD,1578.42,,
DEBIT,10/06/2025,"MUSIXMATCH MILANO                            10/04",-52.01,DEBIT_CARD,1644.70,,
DEBIT,10/06/2025,"MUSIXMATCH MILANO                            10/04",-19.99,DEBIT_CARD,1696.71,,
CREDIT,10/06/2025,"Online Transfer from CHK ...0068 transaction#: 26469176472",200.00,ACCT_XFER,1716.70,,
CREDIT,10/03/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027192902 EED:251003   IND ID:ST-X9M4Z4K5D1L9              IND NAME:MARK GUNDRUM TRN: 2767192902TC",96.10,ACH_CREDIT,1516.70,,
DEBIT,10/03/2025,"APPLE.COM/BILL 866-712-7753 CA               10/03",93.71,DEBIT_CARD,1420.60,,
DEBIT,10/02/2025,"ORIG CO NAME:AFFIRM INC             ORIG ID:0000317218 DESC DATE:251002 CO ENTRY DESCR:AFFIRM PAYSEC:WEB    TRACE#:021000028321341 EED:251002   IND ID:8521276                      IND NAME:Mark          *Gundrum                                                                                       855-423-3729 TRN: 2758321341TC",-179.65,ACH_DEBIT,1326.89,,
DEBIT,10/02/2025,"ORIG CO NAME:CHASE CREDIT CRD       ORIG ID:4760039224 DESC DATE:251001 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD    TRACE#:021000029603706 EED:251002   IND ID:                             IND NAME:GUNDRUM MARK D TRN: 2759603706TC",-91.00,ACH_DEBIT,1506.54,,
DEBIT,10/02/2025,"ORIG CO NAME:DANIEL DANIEL          ORIG ID:770510487C DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000011995633 EED:251002   IND ID:1045217814575                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 2751995633TC",-12.99,MISC_DEBIT,1597.54,,
DEBIT,10/02/2025,"ORIG CO NAME:DANIEL DANIEL          ORIG ID:770510487C DESC DATE:       CO ENTRY DESCR:IAT PAYPALSEC:WEB    TRACE#:091000011995644 EED:251002   IND ID:1045217848901                IND NAME:MARK GUNDRUM                                                                                                 IATCV TRN: 2751995644TC",-115.99,MISC_DEBIT,1610.53,,
CREDIT,10/02/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029652185 EED:251002   IND ID:ST-N6H0W3Q2P9M0              IND NAME:MARK GUNDRUM TRN: 2759652185TC",361.19,ACH_CREDIT,1726.52,,
DEBIT,10/01/2025,"Online Transfer to CHK ...0068 transaction#: 26419103127 10/01",-200.00,ACCT_XFER,1365.33,,
DEBIT,09/30/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1565.33,,
DEBIT,09/30/2025,"CASH APP*EMILY BRADFORD Oakland CA           09/30",-10.00,DEBIT_CARD,1580.33,,
DEBIT,09/30/2025,"APPLE.COM/BILL 866-712-7753 CA               09/29",-94.49,DEBIT_CARD,1590.33,,
CREDIT,09/30/2025,"Online Transfer from CHK ...0068 transaction#: 26400841939",300.00,ACCT_XFER,1684.82,,
CREDIT,09/30/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026023636 EED:250930   IND ID:ST-Q4D3V4G7B1B5              IND NAME:MARK GUNDRUM TRN: 2736023636TC",577.80,ACH_CREDIT,1384.82,,
DEBIT,09/29/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              09/29",-100.00,DEBIT_CARD,807.02,,
DEBIT,09/29/2025,"APPLE.COM/BILL 866-712-7753 CA               09/29",-16.78,DEBIT_CARD,907.02,,
DEBIT,09/29/2025,"Online Transfer to  CHK ...0068 transaction#: 26230783216 09/29",-350.00,ACCT_XFER,923.80,,
DEBIT,09/29/2025,"Online Transfer to CHK ...0068 transaction#: 26388582240 09/29",-400.00,ACCT_XFER,1273.80,,
DEBIT,09/29/2025,"TradingViewV*Product Westerville OH          09/28",-16.95,DEBIT_CARD,1673.80,,
DEBIT,09/29/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              09/28",-10.00,DEBIT_CARD,1690.75,,
DEBIT,09/29/2025,"Online Transfer to CHK ...0068 transaction#: 26371802447 09/29",-300.00,ACCT_XFER,1700.75,,
DEBIT,09/26/2025,"Online Transfer to CHK ...0068 transaction#: 26358091641 09/26",-287.00,ACCT_XFER,2000.75,,
CREDIT,09/26/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023915923 EED:250926   IND ID:ST-O9M8V3X4Z3F1              IND NAME:MARK GUNDRUM TRN: 2693915923TC",359.32,ACH_CREDIT,2287.75,,
DEBIT,09/24/2025,"Online Transfer to CHK ...0068 transaction#: 26336809431 09/24",-700.00,ACCT_XFER,1928.43,,
CREDIT,09/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026264456 EED:250924   IND ID:ST-R6C6E6G9E6P1              IND NAME:MARK GUNDRUM TRN: 2676264456TC",337.80,ACH_CREDIT,2628.43,,
CREDIT,09/24/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0Z9TFKQR",1000.00,PARTNERFI_TO_CHASE,2290.63,,
DEBIT,09/23/2025,"Online Transfer to CHK ...0068 transaction#: 26323750863 09/23",-200.00,ACCT_XFER,1290.63,,
DEBIT,09/23/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:092325 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994034295933 EED:250923   IND ID:2400271                      IND NAME:Mark Gundrum TRN: 2664295933TC",-90.00,MISC_DEBIT,1490.63,,
DEBIT,09/23/2025,"APPLE.COM/BILL 866-712-7753 CA               09/23",-17.84,DEBIT_CARD,1580.63,,
CREDIT,09/23/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024306700 EED:250923   IND ID:ST-I9V8S5U4H0H5              IND NAME:MARK GUNDRUM TRN: 2664306700TC",242.45,ACH_CREDIT,1598.47,,
DEBIT,09/22/2025,"Online Transfer to CHK ...0068 transaction#: 26319487126 09/22",-200.00,ACCT_XFER,1356.02,,
DEBIT,09/22/2025,"Online Transfer to CHK ...0068 transaction#: 26319462655 09/22",-200.00,ACCT_XFER,1556.02,,
CREDIT,09/22/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024810390 EED:250922   IND ID:ST-I2P7V8I6P6C8              IND NAME:MARK GUNDRUM TRN: 2654810390TC",188.00,ACH_CREDIT,1756.02,,
DEBIT,09/18/2025,"Online Transfer to CHK ...0068 transaction#: 26267989100 09/18",-200.00,ACCT_XFER,1568.02,,
CREDIT,09/17/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024128210 EED:250917   IND ID:ST-P1Q0M2C8B7K5              IND NAME:MARK GUNDRUM TRN: 2604128210TC",361.95,ACH_CREDIT,1768.02,,
CREDIT,09/16/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023948309 EED:250916   IND ID:ST-M1H5E9R7Y6L5              IND NAME:MARK GUNDRUM TRN: 2593948309TC",572.72,ACH_CREDIT,1406.07,,
DEBIT,09/15/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250915 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026187393 EED:250915   IND ID:TrnWise                      IND NAME:KuriosBrand LLC                                                                                              79314505 TRN: 2586187393TC",-300.51,MISC_DEBIT,833.35,,
DEBIT,09/15/2025,"Online Transfer to  CHK ...0068 transaction#: 26021256555 09/15",-350.00,ACCT_XFER,1133.86,,
DEBIT,09/15/2025,"APPLE.COM/BILL 866-712-7753 CA               09/15",-9.99,DEBIT_CARD,1483.86,,
DEBIT,09/15/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             09/13",-55.36,DEBIT_CARD,1493.85,,
DEBIT,09/12/2025,"Online Transfer to CHK ...0068 transaction#: 26203762306 09/12",-200.00,ACCT_XFER,1549.21,,
DEBIT,09/11/2025,"Online Transfer to CHK ...0068 transaction#: 26185155875 09/11",-100.00,ACCT_XFER,1749.21,,
DEBIT,09/11/2025,"SAFETYWING SAFETYWING.CO CA                  09/11",-66.28,DEBIT_CARD,1849.21,,
CREDIT,09/11/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000028872334 EED:250911   IND ID:ST-Q3R5Z5M2Y4I2              IND NAME:MARK GUNDRUM TRN: 2548872334TC",335.35,ACH_CREDIT,1915.49,,
DEBIT,09/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001018540360 EED:250910   IND ID:120129228                    IND NAME:MARK GUNDRUM TRN: 2538540360TC",-48.00,MISC_DEBIT,1580.14,,
DEBIT,09/10/2025,"Online Transfer to CHK ...0068 transaction#: 26171877533 09/10",-800.00,ACCT_XFER,1628.14,,
CREDIT,09/10/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022091221 EED:250910   IND ID:ST-W8T7D7S5R8N9              IND NAME:MARK GUNDRUM TRN: 2532091221TC",347.20,ACH_CREDIT,2428.14,,
DEBIT,09/09/2025,"Online Transfer to CHK ...0068 transaction#: 26165588619 09/09",-600.00,ACCT_XFER,2080.94,,
DEBIT,09/09/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              09/09",-100.00,DEBIT_CARD,2680.94,,
CREDIT,09/09/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027184241 EED:250909   IND ID:ST-W7Z9B8A9Z7H4              IND NAME:MARK GUNDRUM TRN: 2527184241TC",236.70,ACH_CREDIT,2780.94,,
CREDIT,09/09/2025,"ORIG CO NAME:WELLS FARGO IFI        ORIG ID:INTFITRVOS DESC DATE:090825 CO ENTRY DESCR:DDA TO DDASEC:WEB    TRACE#:091000017171867 EED:250909   IND ID:F20TSJR7JZ                   IND NAME:MARK GUNDRUM TRN: 2527171867TC",950.00,ACH_CREDIT,2544.24,,
DEBIT,09/08/2025,"Online Transfer to CHK ...0068 transaction#: 26155989691 09/08",-300.00,ACCT_XFER,1594.24,,
DEBIT,09/08/2025,"Online Transfer to CHK ...0068 transaction#: 26151536138 09/08",-200.00,ACCT_XFER,1894.24,,
DEBIT,09/08/2025,"FLOWITH.IO FLOWITH.IO CO                     09/07",-19.90,DEBIT_CARD,2094.24,,
DEBIT,09/08/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        09/06",-297.00,DEBIT_CARD,2114.14,,
DEBIT,09/08/2025,"COBRAND.COM COBRAND.COM NH                   09/05",-85.00,DEBIT_CARD,2411.14,,
CREDIT,09/08/2025,"Online Transfer from SAV ...7036 transaction#: 26151512454",200.00,ACCT_XFER,2496.14,,
CREDIT,09/08/2025,"Zelle payment from David Monter Tolentino BBT333601314",375.00,PARTNERFI_TO_CHASE,2296.14,,
CREDIT,09/08/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0Z88CW2R",1000.00,PARTNERFI_TO_CHASE,1921.14,,
DEBIT,09/04/2025,"Online Transfer to CHK ...0068 transaction#: 26100684310 09/04",-100.00,ACCT_XFER,921.14,,
DEBIT,09/04/2025,"Online Transfer to CHK ...0068 transaction#: 26100633586 09/04",-200.00,ACCT_XFER,1021.14,,
DEBIT,09/04/2025,"Online Transfer to CHK ...0068 transaction#: 26099908200 09/04",-200.00,ACCT_XFER,1221.14,,
CREDIT,09/04/2025,"Online Transfer from SAV ...7036 transaction#: 26100605884",200.00,ACCT_XFER,1421.14,,
CREDIT,09/03/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000028165758 EED:250903   IND ID:ST-H7Q1C0T4B6J9              IND NAME:MARK GUNDRUM TRN: 2468165758TC",575.35,ACH_CREDIT,1221.14,,
DEBIT,09/02/2025,"ORIG CO NAME:AFFIRM INC             ORIG ID:0000317218 DESC DATE:250902 CO ENTRY DESCR:AFFIRM PAYSEC:WEB    TRACE#:021000026837232 EED:250902   IND ID:6944061                      IND NAME:Mark          *Gundrum                                                                                       855-423-3729 TRN: 2456837232TC",-179.65,ACH_DEBIT,645.79,,
DEBIT,09/02/2025,"ORIG CO NAME:CHASE CREDIT CRD       ORIG ID:4760039224 DESC DATE:250901 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD    TRACE#:021000024870973 EED:250902   IND ID:                             IND NAME:GUNDRUM MARK D TRN: 2454870973TC",-76.00,ACH_DEBIT,825.44,,
DEBIT,09/02/2025,"Zelle payment to ROSS YENERICH JPM99bljak3f",-12.50,CHASE_TO_PARTNERFI,901.44,,
DEBIT,08/29/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,913.94,,
DEBIT,08/29/2025,"Online Transfer to  CHK ...0068 transaction#: 25893423870 08/29",-350.00,ACCT_XFER,928.94,,
DEBIT,08/28/2025,"TradingViewV*Product Westerville OH          08/28",-16.95,DEBIT_CARD,1278.94,,
DEBIT,08/28/2025,"Online Transfer to CHK ...0068 transaction#: 26007376546 08/28",-200.00,ACCT_XFER,1295.89,,
DEBIT,08/28/2025,"ORIG CO NAME:TRIWEST                ORIG ID:4860813402 DESC DATE:       CO ENTRY DESCR:TRICARE PMSEC:PPD    TRACE#:091000013405512 EED:250828   IND ID:                             IND NAME:MARK GUNDRUM TRN: 2403405512TC",-404.39,ACH_DEBIT,1495.89,,
CREDIT,08/28/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023419386 EED:250828   IND ID:ST-Q4J8F8U7E6X9              IND NAME:MARK GUNDRUM TRN: 2403419386TC",708.39,ACH_CREDIT,1900.28,,
DEBIT,08/27/2025,"Online Realtime Transfer to Taxes  3485 transaction#: 26002503059 reference#: 9002503059RX 08/27",-200.00,ACCT_XFER,1191.89,,
DEBIT,08/27/2025,"Online Transfer to CHK ...0068 transaction#: 26002495137 08/27",-200.00,ACCT_XFER,1391.89,,
DEBIT,08/26/2025,"Online Transfer to CHK ...0068 transaction#: 25989545206 08/26",-1000.00,ACCT_XFER,1591.89,,
CREDIT,08/26/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024941081 EED:250826   IND ID:ST-J0S7P7E2Z3J0              IND NAME:MARK GUNDRUM TRN: 2384941081TC",582.00,ACH_CREDIT,2591.89,,
CREDIT,08/26/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0Z6TY6M5",1000.00,PARTNERFI_TO_CHASE,2009.89,,
DEBIT,08/25/2025,"Online Transfer to CHK ...0068 transaction#: 25973303864 08/25",-330.00,ACCT_XFER,1009.89,,
DEBIT,08/25/2025,"Online Transfer to CHK ...0068 transaction#: 25961044525 08/25",-100.00,ACCT_XFER,1339.89,,
DEBIT,08/25/2025,"Online Transfer to CHK ...0068 transaction#: 25960288126 08/25",-150.00,ACCT_XFER,1439.89,,
DEBIT,08/25/2025,"X CORP. PAID FEATURES ABOUT.X.COM TX         08/23",-40.00,DEBIT_CARD,1589.89,,
CREDIT,08/25/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023109478 EED:250825   IND ID:ST-H7B3F9T0O5I6              IND NAME:MARK GUNDRUM TRN: 2373109478TC",354.54,ACH_CREDIT,1629.89,,
DEBIT,08/22/2025,"Online Transfer to CHK ...0068 transaction#: 25947246716 08/22",-200.00,ACCT_XFER,1275.35,,
DEBIT,08/22/2025,"Online Transfer to CHK ...0068 transaction#: 25947245094 08/22",-200.00,ACCT_XFER,1475.35,,
DEBIT,08/21/2025,"Online Transfer to CHK ...0068 transaction#: 25929728385 08/21",-600.00,ACCT_XFER,1675.35,,
DEBIT,08/21/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              08/21",-100.00,DEBIT_CARD,2275.35,,
DEBIT,08/21/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:082125 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994035616265 EED:250821   IND ID:2314335                      IND NAME:Mark Gundrum TRN: 2335616265TC",-90.00,MISC_DEBIT,2375.35,,
CREDIT,08/21/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025624246 EED:250821   IND ID:ST-G8C5I2O8J9X4              IND NAME:MARK GUNDRUM TRN: 2335624246TC",708.39,ACH_CREDIT,2465.35,,
CREDIT,08/19/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026340034 EED:250819   IND ID:ST-N1L5R8T8N7O7              IND NAME:MARK GUNDRUM TRN: 2316340034TC",582.00,ACH_CREDIT,1756.96,,
DEBIT,08/18/2025,"Online Transfer to  CHK ...0068 transaction#: 25728133277 08/18",-350.00,ACCT_XFER,1174.96,,
DEBIT,08/18/2025,"Online Transfer to CHK ...0068 transaction#: 25886593753 08/18",-200.00,ACCT_XFER,1524.96,,
DEBIT,08/18/2025,"Online Transfer to CHK ...0068 transaction#: 25886592168 08/18",-200.00,ACCT_XFER,1724.96,,
DEBIT,08/18/2025,"APPLE.COM/BILL 866-712-7753 CA               08/15",-9.99,DEBIT_CARD,1924.96,,
CREDIT,08/18/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022629802 EED:250818   IND ID:ST-D6S5G3W9D5M7              IND NAME:MARK GUNDRUM TRN: 2302629802TC",354.54,ACH_CREDIT,1934.95,,
DEBIT,08/14/2025,"Online Transfer to CHK ...0068 transaction#: 25853076360 08/14",-400.00,ACCT_XFER,1580.41,,
DEBIT,08/14/2025,"Online Transfer to CHK ...0068 transaction#: 25852301038 08/14",-200.00,ACCT_XFER,1980.41,,
CREDIT,08/14/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025362223 EED:250814   IND ID:ST-S6E7I3F1F2E3              IND NAME:MARK GUNDRUM TRN: 2265362223TC",706.52,ACH_CREDIT,2180.41,,
DEBIT,08/13/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             08/13",-55.36,DEBIT_CARD,1473.89,,
DEBIT,08/12/2025,"Online Transfer to CHK ...0068 transaction#: 25827409548 08/12",-600.00,ACCT_XFER,1529.25,,
DEBIT,08/12/2025,"Online Transfer to CHK ...0068 transaction#: 25825567955 08/12",-200.00,ACCT_XFER,2129.25,,
CREDIT,08/12/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024649396 EED:250812   IND ID:ST-Z4O5Q8L4C7B1              IND NAME:MARK GUNDRUM TRN: 2244649396TC",572.72,ACH_CREDIT,2329.25,,
CREDIT,08/12/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0Z5GBGV8",1000.00,PARTNERFI_TO_CHASE,1756.53,,
DEBIT,08/11/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001011445500 EED:250811   IND ID:119033009                    IND NAME:MARK GUNDRUM TRN: 2231445500TC",-48.00,MISC_DEBIT,756.53,,
DEBIT,08/11/2025,"ORIG CO NAME:VENMO                  ORIG ID:3264681992 DESC DATE:250809 CO ENTRY DESCR:PAYMENT   SEC:WEB    TRACE#:091000014936883 EED:250811   IND ID:1044067433763                IND NAME:MARK GUNDRUM TRN: 2234936883TC",-6.00,MISC_DEBIT,804.53,,
DEBIT,08/11/2025,"Online Transfer to CHK ...0068 transaction#: 25807072202 08/11",-200.00,ACCT_XFER,810.53,,
DEBIT,08/11/2025,"CLAUDE.AI SUBSCRIPTI ANTHROPIC.COM CA        08/10",-20.00,DEBIT_CARD,1010.53,,
DEBIT,08/11/2025,"Online Transfer to CHK ...0068 transaction#: 25800953316 08/11",-200.00,ACCT_XFER,1030.53,,
DEBIT,08/11/2025,"APPLE.COM/BILL 866-712-7753 CA               08/09",-20.99,DEBIT_CARD,1230.53,,
DEBIT,08/08/2025,"Online Transfer to CHK ...0068 transaction#: 25783827091 08/08",-100.00,ACCT_XFER,1251.52,,
DEBIT,08/08/2025,"FACEBK *ZEHK4WU5Y2 650-5434800 CA            08/08",-4.09,DEBIT_CARD,1351.52,,
DEBIT,08/08/2025,"FLOWITH.IO FLOWITH.IO CO                     08/07",-19.90,DEBIT_CARD,1355.61,,
DEBIT,08/07/2025,"Online Transfer to CHK ...0068 transaction#: 25767069596 08/07",-200.00,ACCT_XFER,1375.51,,
CREDIT,08/07/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023711773 EED:250807   IND ID:ST-X7F7V5J6V2Z2              IND NAME:MARK GUNDRUM TRN: 2193711773TC",711.02,ACH_CREDIT,1575.51,,
DEBIT,08/06/2025,"Online Transfer to CHK ...0068 transaction#: 25759792029 08/06",-100.00,ACCT_XFER,864.49,,
DEBIT,08/06/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        08/06",-297.00,DEBIT_CARD,964.49,,
DEBIT,08/06/2025,"COBRAND.COM COBRAND.COM NH                   08/05",-85.00,DEBIT_CARD,1261.49,,
CREDIT,08/06/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025359697 EED:250806   IND ID:ST-J7W2J0E7J5V7              IND NAME:MARK GUNDRUM TRN: 2185359697TC",337.80,ACH_CREDIT,1346.49,,
DEBIT,08/05/2025,"Online Realtime Transfer to Taxes  3485 transaction#: 25741972667 reference#: 9741972667RX 08/05",-200.00,ACCT_XFER,1008.69,,
DEBIT,08/05/2025,"META WAVE SOLUTIONS WYRA                     08/04",-10.50,DEBIT_CARD,1208.69,,
CREDIT,08/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014010352 EED:250805   IND ID:ST-T2M5X6O5F8V3              IND NAME:MARK GUNDRUM TRN: 2174010352TC",230.55,ACH_CREDIT,1219.19,,
DEBIT,08/04/2025,"Online Transfer to  CHK ...0068 transaction#: 25559240158 08/04",-350.00,ACCT_XFER,988.64,,
DEBIT,08/04/2025,"ORIG CO NAME:AFFIRM INC             ORIG ID:0000317218 DESC DATE:250802 CO ENTRY DESCR:AFFIRM PAYSEC:WEB    TRACE#:021000021621350 EED:250804   IND ID:5191095                      IND NAME:Mark          *Gundrum                                                                                       855-423-3729 TRN: 2161621350TC",-179.65,ACH_DEBIT,1338.64,,
DEBIT,08/04/2025,"Online Transfer to CHK ...0068 transaction#: 25726098822 08/04",-100.00,ACCT_XFER,1518.29,,
DEBIT,08/04/2025,"BOOST MOBILE HTTPS://WWW.D CO                08/02",-76.62,DEBIT_CARD,1618.29,,
DEBIT,08/01/2025,"Online Transfer to CHK ...0068 transaction#: 25698064254 08/01",-200.00,ACCT_XFER,1694.91,,
